created_at,text,User_Location,lang,retweeted,reweet_count
Tue Apr 07 15:24:30 +0000 2020,BlueWave112020 Aprilleahl WasARepublican2 AmandaBRKLYN gtconway3d I have been reading about him and following ,Phoenix AZ,en,FALSE,0
Tue Apr 07 15:24:30 +0000 2020,Trs bonne discussion avec Ministre DefenseCanada HarjitSajjan Je salue lengagement continu du Canada pendant ,New York  NY,fr,FALSE,2
Tue Apr 07 15:24:30 +0000 2020,RT Rainmaker1973 This video taken in SacreCoeur Quebec on October 16 2018 shows strong winds trying to push the trees over as the f,UK Sweden,en,FALSE,626
Tue Apr 07 15:24:30 +0000 2020,RT swright230 Freeland singled out 3M chief executive Mike Roman for taking a very very responsible position in standing up to demand,Victoria BC,en,FALSE,1
Tue Apr 07 15:24:27 +0000 2020,US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS  IRAN OIL MINISTER  Im definitely missing ,,en,FALSE,0
Tue Apr 07 15:24:27 +0000 2020,RT ICEXCanada HealthCanada lanza una campaa para empresas proveedoras de productos sanitarios para hacer frente al COVID19 Para,Madrid  Spain,es,FALSE,1
Tue Apr 07 15:24:25 +0000 2020,RT jksoftclub never forget that this was taken in a freshco whats up canadians be my friend lets cry on how we miss bts in canada Canad,Canada,en,FALSE,6
Tue Apr 07 15:24:25 +0000 2020,Heres an example of Lumberock Premium Decking being used in a conservation area  sensitive wetland park With ,Muskoka  Ontario,en,FALSE,0
Tue Apr 07 15:24:24 +0000 2020,RT DiabetesCanada Due to COVID19 the collection of ALL textile donations from homes and bins across Canada is temporarily suspended We,,en,FALSE,92
Tue Apr 07 15:24:24 +0000 2020,IRANIAN OIL MIN ZANGENEH US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS,On the Edge of News,en,FALSE,0
Tue Apr 07 15:24:24 +0000 2020,Iranian Oil Min Zangeneh US and Canada need to play a role in determining oil production cuts ,Edge of News,en,FALSE,0
Tue Apr 07 15:24:22 +0000 2020,TheKarltopia I love how every health minister  public health officer is a woman in Canada,Waterloo  Ontario,en,FALSE,0
Tue Apr 07 15:24:22 +0000 2020,Le club de basket Saint Louis de Gonzague de Limoges organise un voyage pour ses licencis cadets et cadettes Il ,Paris,fr,FALSE,0
Tue Apr 07 15:24:22 +0000 2020,RT NashGette I want to know is why didnt they arrest those handful of protestors who shut down all of Canada ,,en,FALSE,2
Tue Apr 07 15:24:22 +0000 2020,RT ambermac This morning I spoke with Minister maryng about how small businesses across Canada can get help While we only had time f,,en,FALSE,39
Tue Apr 07 15:24:21 +0000 2020,RT GasPriceWizard Ottawa needs to get busy here Ignore the unions amp environmentalists who think the country can survive without a viable,,en,FALSE,127
Tue Apr 07 15:24:21 +0000 2020,RT nationalpost COVID19 crisis Most Canadians support bailout for media organizations poll finds ,,en,FALSE,77
Tue Apr 07 15:24:20 +0000 2020,PM Trudeau Producing 30 thousand MadeinCanada ventilatorsMake sure life saving machines made right here at hom ,,en,FALSE,2
Tue Apr 07 15:24:20 +0000 2020,RT Songstress28 HERE IT IS My AJEnglish series and pics by photobracken In the 4th of a fivepart series exploring racism amp recon,Tatamagouche,en,FALSE,4
Tue Apr 07 15:24:19 +0000 2020,RT HawleysJadefav Stephanie Grisham Out As White House Press Secretary  HuffPost Canada ,,en,FALSE,2
Tue Apr 07 15:24:19 +0000 2020,RT VirtualMusCan Canada is home to some of the most exceptional paleontological sites in the world Here are two sites you can explore on,Calgary  Canada,en,FALSE,4
Tue Apr 07 15:24:18 +0000 2020,RT DrJacobsRad Canada needs a leader not a talk show host Trudeaus daily anodyne briefings from his front porch are well past their be,,en,FALSE,681
Tue Apr 07 15:24:18 +0000 2020,RT LJTisme ezy06001 MikeToOnCa You are way too kind E Mike here is CCP Canadian division  one of the many sock accounts who have,Ft Lauderdale    CT,en,FALSE,2
Tue Apr 07 15:24:17 +0000 2020,RT LorenceHud Trudeau Liberals wont admit open borders brought coronavirus to Canada Video ,Ether,en,FALSE,105
Tue Apr 07 15:24:16 +0000 2020,Pedestrian turned away from NB side of provincial border  SaltWire ,Yarmouth  Digby   Shelburne NS,en,FALSE,0
Tue Apr 07 15:24:16 +0000 2020,RT noopurpatel Spoke to a friend yesterday in Canada who told me about Trudeaus address to the children about the crisis I thought  s,Delhi,en,FALSE,218
Tue Apr 07 15:24:16 +0000 2020,Quibi tlcharg plus de 300 000 fois le premier jour aux tatsUnis et au Canada  Crumpe ,,fr,FALSE,0
Tue Apr 07 15:24:16 +0000 2020,RT CBCAlerts Watch live CBCNews CBC News Special begins at 11 am ET Prime Minister Justin Trudeau scheduled to provide daily coronavir,Winnipeg  Manitoba  Canada,en,FALSE,13
Tue Apr 07 15:24:15 +0000 2020,Canada has 17 cases of CONVID19 345 deaths And its growing everyday Philippines is lucky that President Ro ,,en,FALSE,0
Tue Apr 07 15:24:15 +0000 2020,RT TripsTricks  Banff National Park Canada  ,,en,FALSE,58
Tue Apr 07 15:24:15 +0000 2020,I honestly dont care about american politics at this point it feels like its being shoved down our throats to kee ,British Columbia  Canada,en,FALSE,0
Tue Apr 07 15:24:14 +0000 2020,RT LotharBirkner Canada has already set up a special web portal and phone system to provide emergency unemployment benefits Germans have,Paris Berlin Warszawa,en,FALSE,13
Tue Apr 07 15:24:14 +0000 2020,RT SafetyPinDaily Coronavirus Pastor who decried hysteria dies after attending Mardi Gras  Via BBC ,Texas  USA,en,FALSE,58
Tue Apr 07 15:24:13 +0000 2020,RT BNNBloomberg BREAKING TRUDEAU CANADA GOOSE AMONG COMPANIES FEDS WORKING WITH FOR MEDICAL GOWNS,Alberta  Canada,en,FALSE,3
Tue Apr 07 15:24:13 +0000 2020,Huawei should never be allowed to get into our communications network here in Canada  No matter how much Trudeaus ,,en,FALSE,0
Tue Apr 07 15:24:12 +0000 2020,As the last question what advice would you give to Enactus students today ForseyWilliam stefanyvie ,Canada,en,FALSE,0
Tue Apr 07 15:24:12 +0000 2020,Why BC is flattening the COVID19 curve while numbers in central Canada surge ,Saskatchewan,en,FALSE,0
Tue Apr 07 15:24:11 +0000 2020,RT creapills Canada   la demande dun hpital ce scout cre une solution simple et brillante pour viter les douleurs aux oreilles qua,marseille,fr,FALSE,142
Tue Apr 07 15:24:10 +0000 2020,Ian Thomas  Hold On 1981   kbradiothp internetradio,London  Ontario  Canada,en,FALSE,0
Tue Apr 07 15:24:10 +0000 2020,lenniesupfolkk MCUDirect ScottGustin Ok Im from London you daft cun And Canada and US are not the same Diff ,Toronto  Ontario,en,FALSE,0
Tue Apr 07 15:24:10 +0000 2020,TipTuesday Weve made it easier for GC employees to get their Employee Assistance Program contact information F ,,en,FALSE,1
Tue Apr 07 15:24:09 +0000 2020,My friend and longtime colleague evahollands book is out today If youre lucky enough to live in Canada or the U ,Boulder  CO,en,FALSE,0
Tue Apr 07 15:24:09 +0000 2020,SainiLaw Strictly looking at basketball and not his larger impact on the game in Canada he was at his peak a t ,Toronto  Ontario,en,FALSE,0
Tue Apr 07 15:24:08 +0000 2020,VassyKapelos Never doubted Canadian ingenuity  It is time to go allin on Made in Canada Our suppliers our work ,Toronto,en,FALSE,1
Tue Apr 07 15:24:08 +0000 2020,RT deewtodliah 5 The Venopian Solitude TheVenopianSoli Band asl Selangor Dibentuk dalam pertengahan 2009 oleh Suiko Takahara Prnh pe,,in,FALSE,40
Tue Apr 07 15:24:07 +0000 2020,DanDubien ProfessorBroad CodyStraleyWV SLockyer milhistorian BattleHonours isabelcampbell KPasierbek ,Waterloo  Ontario,en,FALSE,0
Tue Apr 07 15:24:07 +0000 2020,RT DrJacobsRad Canada has 15407 cases and 277 deathsIsrael has 8018 cases and only 47 deaths Taiwan has 345 cases and 5 deathsTh,,en,FALSE,768
Tue Apr 07 15:24:07 +0000 2020,piersmorgan But in Canada and around the world the amount of people obsessed with trudeausSocks  6 Billion ,Isle of Man,en,FALSE,0
Tue Apr 07 15:24:06 +0000 2020,RT effeclean Students school parentingReduce the spread of germs on the use of tablets laptops and touchscreens w effeclean Health,Toronto  Ontario,en,FALSE,1
Tue Apr 07 15:24:06 +0000 2020,RT SamEdwardsTO Trudeau says Canada is expecting 500000 masks from 3M tomorrow,Toronto  Ontario,en,FALSE,1
Tue Apr 07 15:24:06 +0000 2020,manofbird Hello Mr BirdSo Canada has roughly 37 million people while Sweden has 10 million people Around 20 ,,en,FALSE,0
Tue Apr 07 15:24:05 +0000 2020,RT Lidsville Indigenous fear Canada work camps will be coronavirus incubators Construction work on pipelines dams raises risk of COVI,,en,FALSE,1
Tue Apr 07 15:24:05 +0000 2020,RT EfectoCocuyo SepaQue De acuerdo con el diario Panorama dicha explosin dej sin luz al momento a la poblacin de Maracaibo San Fran,Colombia,es,FALSE,3
Tue Apr 07 15:24:04 +0000 2020,RT jmcelroy BC appears to have flattened the COVID19 curve Ontario and Quebec havent Why is that Heres my stab at trying to an,Smalltown  Ontario,en,FALSE,247
Tue Apr 07 15:24:03 +0000 2020,Over 20 companies including Arcteryx and Canada Goose have teamed up with feds to produce medical gowns and new ,Victoria  BC,en,FALSE,0
Tue Apr 07 15:24:03 +0000 2020,RT CraigScottCA Italy is precursor to what will happen is already starting to happen in Canada due to mix of selfemployment plus low s,Proud Canadian,en,FALSE,1
Tue Apr 07 15:24:02 +0000 2020,Jale76 RSalinasCorona ministeriosalud Lo mismo en Canad Te agregara que en la provincia en la que vivo de un ,,es,FALSE,0
Tue Apr 07 15:24:02 +0000 2020,McGill researchers seek Quebecers exposed to COVID19 for hydroxychloroquine study  CBC News ,Canada,en,FALSE,0
Tue Apr 07 15:24:02 +0000 2020,For people with disabilities in Canada finding reliable accessible info about COVID19 has been a challenge Now ,Ottawa  Ontario,en,FALSE,0
Tue Apr 07 15:24:01 +0000 2020,Canada needs to retaliate over the masks the USA wont send fucking loser bullies,,en,FALSE,0
Tue Apr 07 15:24:01 +0000 2020,RT PHECanada Calling all PHE educators Join douggleddie amp loriamunro tomorrow at 12 pm for our second CrossCountry CheckIn Well f,Ottawa  Ontario,en,FALSE,4
Tue Apr 07 15:24:00 +0000 2020,Le Canada va recevoir mercredi quelque 500 000 masques de la compagnie amricaine 3Mpolcan ,Montral  Qubec  Canada,fr,FALSE,0
Tue Apr 07 15:23:59 +0000 2020,TedrosAdhanom4 WHO Interesting efforts are taken on this Global Citizen venture Im from Toronto Canada What d ,Toronto  Canada,en,FALSE,0
Tue Apr 07 15:23:59 +0000 2020,COVID  BATTLE TRAUMA Why healthcare workers are at risk of moral injury ,Sydney  New South Wales,en,FALSE,0
Tue Apr 07 15:23:58 +0000 2020,RT CBCAlerts Canada Border Services Agency stats show a nearstandstill in crossborder traffic last week compared to the same week in 20,Lethbridge  Alberta,en,FALSE,31
Tue Apr 07 15:23:58 +0000 2020,did you know that theres a place in present day northern canada colloquially known as tiddy cave bc of the suppos ,THEY THEM  15,en,FALSE,0
Tue Apr 07 15:23:57 +0000 2020,One more death 98 new cases of COVID19 in Alberta,Edmonton Alberta Canada,en,FALSE,1
Tue Apr 07 15:23:56 +0000 2020,RT mediapartylies CTVNews Honest hell no This political was caught red handed and was faced with online backlash for his HYPOCRISY L,,en,FALSE,1
Tue Apr 07 15:23:56 +0000 2020,RT abdulnoor497 A Muslims first loyalty must always be to the truth KhalifaofIslam at Canadas Peace Symposium AhmadiyyatTheTrueI,Qadian  India,en,FALSE,9
Tue Apr 07 15:23:55 +0000 2020,Trudeau says feds have teamed up with several companies to make 30000 madeinCanada ventilators BlackPressMedia COVID19,Surrey  British Columbia,en,FALSE,0
Tue Apr 07 15:23:54 +0000 2020,RT ottawahealth We would not blame you for saying that we have a bias opinion but the level of pride that we have in VeraEtches is beyo,Ottawa  Ontario,en,FALSE,57
Tue Apr 07 15:23:54 +0000 2020,More details are forthcoming about wage subsidies to help businesses keep staff  check for updates here ,Ontario  Canada,en,FALSE,0
Tue Apr 07 15:23:54 +0000 2020,RT KWRegion Ontario Health orders 300K face shields from Kitchener company InkSmith  CBC News ,Elmira  Ontario,en,FALSE,4
Tue Apr 07 15:23:53 +0000 2020,RT ResisTemplario 7Abr DEFINITIVAMENTE EL SOCIALISMO del Tirano Nicols Maduro y Malandro Omar Prieto OmarPrietoGob llevo a Maracaibo,la gran caracas,es,FALSE,55
Tue Apr 07 15:23:53 +0000 2020,khanumarfa thewirein thewirehindi Tujhe ye sab bolne se pahle America china spain Italy Canada ke datas dek ,,hi,FALSE,0
Tue Apr 07 15:23:53 +0000 2020,RT dtsurreybia Grocers are supporting the Girl Guides of Canada amid the COVID19 pandemic by selling their famous chocolate and vanilla,Vancouver  Canada,en,FALSE,2
Tue Apr 07 15:23:52 +0000 2020,US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS  IRAN OIL MINISTEROOTT,,en,FALSE,0
Tue Apr 07 15:23:52 +0000 2020,95SYUTA nao vc ja viu o mark do 127 o baby lion do dream minhyung do nct u e o canadas best treasure do su ,nct    wayv,pt,FALSE,0
Tue Apr 07 15:23:52 +0000 2020,RT ABC Canadians across the country expressed hurt and disappointment that their neighbor and longstanding ally is blocking shipments of,United States,en,FALSE,1115
Tue Apr 07 15:23:52 +0000 2020,Demain le Canada recevra 500 000 masques de lentreprise 3M polcan,Ottawa,fr,FALSE,4
Tue Apr 07 15:23:51 +0000 2020,RT gfinockio Hey CBCNews CTVNews globalnews  dont let the AlbertaUCP and Mr jkenney off the hook  the AB website failure is 100,Sanctuary cap cana,en,FALSE,50
Tue Apr 07 15:23:51 +0000 2020,RT MrDarkWolfe One more death 98 new cases of COVID19 in Alberta  CBC News ,,en,FALSE,3
Tue Apr 07 15:23:51 +0000 2020,RT BRRNFed As millions skipped paying rent in the US this past week rent strikes are gaining steam in Canada where organizers support,,en,FALSE,8
Tue Apr 07 15:23:51 +0000 2020,RT queaali Starting Tuesday 100000 medicalgrade surgical masks will be rolling off the assembly line daily Once the second machine a,Saskatchewan  Canada,en,FALSE,131
Tue Apr 07 15:23:50 +0000 2020,RT MSFcanada Hey Canada How is everyone staying happy and healthy during the new world of the COVID19 pandemic We hope youre ta,Saanich  British Columbia,en,FALSE,4
Tue Apr 07 15:23:50 +0000 2020,RT bcndp Great work Bear This is a fight and theres many ways that people can help ,Vancouver and London,en,FALSE,7
Tue Apr 07 15:23:50 +0000 2020,FYI   expecting 500000 masks from 3M tmrw Canada got its way after a full court press on American leaders to ,Ottawa  Ontario,en,FALSE,0
Tue Apr 07 15:23:50 +0000 2020,RT globeandmail Hospitalization data paint more telling picture of COVID19 than the number of recoveries experts say ,The Flight Deck,en,FALSE,4
Tue Apr 07 15:23:50 +0000 2020,RT SamanthaNAmaral A good read regarding education during this pandemic Students are not participating in homeschooling Rather they ar,Manitoba,en,FALSE,1
Tue Apr 07 15:23:49 +0000 2020,RT HaveWeAllGoneM1 Prime Minister Boris Johnson will cancel the UKs contract for 5G wireless service from the Chinese conglomerate Huawe,Hamilton ON Canada,en,FALSE,410
Tue Apr 07 15:23:49 +0000 2020,RT WSendzik Those born in April May or June can apply today for the Canada Emergency Response Benefit ,,en,FALSE,1
Tue Apr 07 15:23:48 +0000 2020,Indigenous fear Canada work camps will be coronavirus incubators Construction work on pipelines dams raises risk ,Vancouver,en,FALSE,1
Tue Apr 07 15:23:47 +0000 2020,Heike1311 bertielakeland  the Easter Bunny and the Tooth Fairy declared essential workers in Canada Yesh ,Toronto  Ontario,en,FALSE,0
Tue Apr 07 15:23:46 +0000 2020,If anyone in Canada knows if anyone needs a chef to work in the front lines to feed workers who are working overtim ,Fort Alexander  MB  ,en,FALSE,0
Tue Apr 07 15:23:45 +0000 2020,Pathdom This chart doesnt inspire confidence,Ottawa  Ontario,en,FALSE,0
Tue Apr 07 15:23:45 +0000 2020,RT Camelikay Watching the stream to help We are short on money but were staying home for our sake and for my mom who could die from,York  PA,en,FALSE,4
Tue Apr 07 15:23:45 +0000 2020,RT calphonso This is not really homeschooling Its kind of crisis schooling which is completely different from homeschooling ,Humber Bay Shores  Ontario,en,FALSE,33
Tue Apr 07 15:23:45 +0000 2020,RT SenatorHousakos The ventilators needed to survive COVID19 are mostly made in China Is there a lesson here Canada and our Western Al,,en,FALSE,86
Tue Apr 07 15:23:44 +0000 2020,RT JdeMontreal COVID19 Jusqu 30000 respirateurs vont tre fabriqus ici au Canada annonce Justin Trudeau ajoutant que des million,Sherbrooke,fr,FALSE,1
Tue Apr 07 15:23:44 +0000 2020,RT lisarachel1234 Canada is everything the we in the United States pretend to be Sensible people doing sensible things together Thank G,,en,FALSE,268
Tue Apr 07 15:23:44 +0000 2020,streets was to call for a nation wide state of emergency Now look at their land mass Per square mile they have 1 ,,en,FALSE,0
Tue Apr 07 15:23:44 +0000 2020,RT RadioCanadaInfo En direct   Prs de 5000 entreprises canadiennes ont communiqu avec le gouvernement pour offrir leurs services et,Qubec,fr,FALSE,5
Tue Apr 07 15:23:43 +0000 2020,RT EvanLSolomon I wouldnt be surprised if theres a move  in Canada as well for the CERB Emergency Relief Benefit to morph into a perm,,en,FALSE,286
Tue Apr 07 15:23:42 +0000 2020,CPHOCanada Thats NOT GOOD NEWS the numbers are still getting worse every day as they have been for months ,Maple Ridge  British Columbia,en,FALSE,0
Tue Apr 07 15:23:42 +0000 2020,Any means Im a sweet 60 years old and a Metis of Canada No real education other than 60 years of life lessons s ,,en,FALSE,0
Tue Apr 07 15:23:41 +0000 2020,RT CanadasPatriots Hey Canada looking for some Government LeadershipElect a Prime Minister not a Majorette of a Three Ring Circus,,en,FALSE,32
Tue Apr 07 15:23:40 +0000 2020,Great work by GettyImages on Pak  cricket team tour to Toranto canada 2008  TheRealPCB ,Quetta  Pakistan,en,FALSE,0
Tue Apr 07 15:23:40 +0000 2020,RT Joiedevivre66 9 19 marsLe 9 1er canadien dcd COVID19 en CBLe 10 au Sud on marchait sur la plage amp pas de confinement au Canad,Cantons de lEst,fr,FALSE,1
Tue Apr 07 15:23:39 +0000 2020,RT Mitch0791 Anyone from the USCanadaCentralSouth America looking to league race on Thursdays 9pm est We have a few seats available f,Canada,en,FALSE,3
Tue Apr 07 15:23:39 +0000 2020,TimesNow realDonaldTrump Was that a request He threatened amp 6kka feku bent on his kneesUS has closer relation ,,en,FALSE,0
Tue Apr 07 15:23:39 +0000 2020,RT wildcolab This week well be posting cameratrap photos of wildlife from projects in Canada and beyondDidYouKnow Moose are expe,Hinton AB,en,FALSE,8
Tue Apr 07 15:23:38 +0000 2020,Voted you back in Everytime you say youre working hard I get pissed off You havent worked a day in your li ,Canazuela Were fucked  ,en,FALSE,3
Tue Apr 07 15:23:38 +0000 2020,RT MRJKilcoyne Forcing your staff to move you from Canada to LA in the middle of a pandemic CringeTrying to push out your PR so peopl,,en,FALSE,57
Tue Apr 07 15:23:38 +0000 2020,RT joannaofottawa April 7 is this years brightest Supermoon On a less cosmic note its also the day that SURRENDER appears in the US,bicoastal   transcontinental,en,FALSE,4
Tue Apr 07 15:23:37 +0000 2020,RT stratorob Here our overview of the top 100 digital banks Congrats to all americanexpress alrajhibank td,Bengaluru  India,en,FALSE,2
Tue Apr 07 15:23:37 +0000 2020,RT CBCAlerts Canadians needing financial help to ride out the COVID29 crisis can apply for a new benefit starting today The CERB or Ca,Toronto,en,FALSE,651
Tue Apr 07 15:23:37 +0000 2020,Trudeau says Canada is expecting 500000 masks from 3M tomorrow,Toronto,en,FALSE,1
Tue Apr 07 15:23:36 +0000 2020,RT LindsayTedds The deserving vs undeserving poor If you dont see it you are intentionally not looking Ottawa is handing out 2000 c,Treaty 6  Edmonton Canada  YEG,en,FALSE,3
Tue Apr 07 15:23:36 +0000 2020,RT IntelOperator US manufacturing company 3M confirmed on April 3 that the Trump administration ordered it to stop exporting its ventilat,Pikesville  MD,en,FALSE,5
Tue Apr 07 15:23:35 +0000 2020,RT jkenney Construction on KeystoneXL has startedShovels are in the groundAlberta is taking control of our economic destiny ,Ontario  Canada,en,FALSE,519
Tue Apr 07 15:23:35 +0000 2020,Health Canada recruiting volunteers to help WTAF JustinTrudeau you fucking coward You want these people to ,Canazuela Were fucked  ,en,FALSE,6
Tue Apr 07 15:23:35 +0000 2020,albasenve Mascotas y lo que no son mascotas,Islas Canarias  Espaa,es,FALSE,0
Tue Apr 07 15:23:34 +0000 2020,GEOCODE Canada  2 geocodes,USA,ca,FALSE,0
Tue Apr 07 15:23:34 +0000 2020,RT CanadaAlgerie Nous enverrons aujourdhui  15h par lentremise de notre systme dInscription des Canadiens  ltranger des instruc,Ottawa  Ontario,fr,FALSE,5
Tue Apr 07 15:23:33 +0000 2020,YaneValdezT cjohnyrun Here in Canada we have a two tier system public and private For ex dental care vision ,Kingston  Ontario,en,FALSE,0
Tue Apr 07 15:23:33 +0000 2020,CTVNews Honest hell no This political was caught red handed and was faced with online backlash for his HYPOCRISY ,,en,FALSE,1
Tue Apr 07 15:23:33 +0000 2020,RT HRevelio3 Look at his eyes hes not well Mental breakdown Hes being prompt up by Liberals We have no reporters left in Canada wh,LV 426,en,FALSE,1
Tue Apr 07 15:23:32 +0000 2020,RT ARPACfr Le mois dernier a accompli bien plus pour la cause du droit des armes au Canada que des annes de campagnes et de marketing ,Canada,fr,FALSE,7
Tue Apr 07 15:23:32 +0000 2020,juanlopez2218 Hi Genji  Your TVs SmartCast input only works in the United States and in Canada It will not wor ,Irvine  CA,en,FALSE,0
Tue Apr 07 15:23:31 +0000 2020,RT jaarreaza EEUU bloquea insumos mdicos a Canad Trump le demuestra a su socio lo terrible que es un bloqueo para la salud de todo un,,es,FALSE,2867
Tue Apr 07 15:23:31 +0000 2020,RT FortierJohnny How do you want them to obey to their socalled god if they are not even able to obey to police officers Religions are,Canada,en,FALSE,1
Tue Apr 07 15:23:31 +0000 2020,RT QKatyhull LOOKIE HERE Huawei Chief Financial Officer and CEOs daughter Meng Wanzhou leaves her Canada home with sparkling 675 Ji,United States,en,FALSE,4
Tue Apr 07 15:23:31 +0000 2020,scorpio1911 garytw89 jonathanvswan gtconway3d So did Canada It was to  try and stop the spread,Kelowna BC,en,FALSE,0
Tue Apr 07 15:23:29 +0000 2020,Camouflage Printed Casual Shirts Leisure ShirtsVisit Russia France Italy Germany ,USA,en,FALSE,0
Tue Apr 07 15:23:29 +0000 2020,RT TrumpCanuck cdnpoli What missions are they talking about CanadaThey are rescuing HumanTrafficking victimsWatch close do y,America ,en,FALSE,12
Tue Apr 07 15:23:28 +0000 2020,RT FralickMike Dr Bonnie Henry is legit my hero How can we get her to move to Ontario I know I know no one leaves BC for Ontario S,,en,FALSE,3
Tue Apr 07 15:23:27 +0000 2020,RT DEADLINE Quibi Downloaded Over 300000 Times On Day One In The US And Canada Versus 4 Million Installs For Disney At Launch ,In Thought ,en,FALSE,6
Tue Apr 07 15:23:26 +0000 2020,RT CBCNL Being sleepless is no laughing matter  and if thats you in this pandemic youre not alone  covi,St  John s  NL,en,FALSE,12
Tue Apr 07 15:23:26 +0000 2020,RT ricardotranjan COVID19 amp ClimateCrisis  hadrianmk brings it all together for us Sneak preview air pollution levels in Canadas,Toronto,en,FALSE,1
Tue Apr 07 15:23:26 +0000 2020,PnPCBC AndrewScheer How about how you were held accountable by the Conservative Party of Canada for your spending ,toronto,en,FALSE,0
Tue Apr 07 15:23:26 +0000 2020,RT MalindaSmith They saw this coming had time but too wedded to the prison industrial complex they waited NowOne correctional offi,Unceded Algonquin Territory,en,FALSE,27
Tue Apr 07 15:23:26 +0000 2020,CP24 Imagine voting for this clown and disgrace to Canada,,en,FALSE,0
Tue Apr 07 15:23:26 +0000 2020,BREAKING TRUDEAU CANADA GOOSE AMONG COMPANIES FEDS WORKING WITH FOR MEDICAL GOWNS,Toronto  Ontario,en,FALSE,3
Tue Apr 07 15:23:25 +0000 2020,RT SweetiesSweeps Enter for your chance to win 2021 7day Holland America cruise to Europe Caribbean Alaska Mexico or Canada or New E,,en,FALSE,2
Tue Apr 07 15:23:23 +0000 2020,AMrBenMitchell canada has em,Canada,pt,FALSE,0
Tue Apr 07 15:23:23 +0000 2020,RT MorganeBravo ALERTE COVID19 Au Mexique PandemiaDelCoronavirussappelle NeumoniaAtipicaCoronavirus OMS UN ONU France ,,fr,FALSE,15
Tue Apr 07 15:23:23 +0000 2020,johnhancockusa BAA Im a police officer in Canada I would NEVER be fast enough to qualify But Id run fast to g ,,en,FALSE,0
Tue Apr 07 15:23:22 +0000 2020,No haca de peluquera desde hace mas de 5 aos Cuando llegamos a Canad tenamos que ahorrar y no bamos a la p ,Brossard  Qubec,es,FALSE,0
Tue Apr 07 15:23:22 +0000 2020,RT TorontoStar There could be a 40yearold who has the sniffles and there could be a 40yearold who requires life supportjyangst,Canada,en,FALSE,10
Tue Apr 07 15:23:21 +0000 2020,RT brianlilley Once Woodbridge gets to full capacity they will be able to make 4 million masks a week enough for Ontario and other parts,Canada,en,FALSE,118
Tue Apr 07 15:23:21 +0000 2020,BonVoyageurs TourismeQuebec Canada Wonderful migration tourismequebec,,en,FALSE,0
Tue Apr 07 15:23:21 +0000 2020,MALCOLM Why is Canadas health minister backing up Chinas lies  via TrueNorthCentre,Toronto,en,FALSE,0
Tue Apr 07 15:23:21 +0000 2020,A new hidden clue in Barry and Honey Shermans vanishing murder caseTheir company Apotex manufactured HYDROXYCHLO ,,en,FALSE,0
Tue Apr 07 15:23:21 +0000 2020,Pedestrian turned away from NB side of provincial border  SaltWire  ,New Glasgow  Nova Scotia,en,FALSE,0
Tue Apr 07 15:23:21 +0000 2020, ,Qubec  Canada,und,FALSE,0
Tue Apr 07 15:23:20 +0000 2020,RT disneyplus Cant Wait Sonny With A Chance is coming to DisneyPlus this FridayStart streaming in the US Canada Australia and,Venezuela,en,FALSE,2885
Tue Apr 07 15:23:20 +0000 2020,RT faitharkorful maybe this is obvious to everyone else but canlit seems more like a term that refers to a group of people who know each,Vancouver  BC,en,FALSE,1
Tue Apr 07 15:23:19 +0000 2020,JustinTrudeau just indicated govt of Canada is working with StarFishMedical here in Saanich to help Canadians d ,Saanich  British Columbia,en,FALSE,0
Tue Apr 07 15:23:19 +0000 2020,Well Courses are done ready to go back rigging after Easter not in Alberta Canada doesnt like Canadian Fossil Fu ,Cochrane  Alberta,en,FALSE,0
Tue Apr 07 15:23:19 +0000 2020,RT SusannarussoP PRESIDENT Trump  is the ONLY leader publicly  addressing  human traffickingEspecially  in Canada  NO ONE EVER HAS,,en,FALSE,27
Tue Apr 07 15:23:19 +0000 2020,One more mode of transportation leading to the death of the oil industry and why Canada should not be throwing bill ,Anishinaabe Territory,en,FALSE,0
Tue Apr 07 15:23:18 +0000 2020,RT ForseyWilliam EnactusCanada I believe working with startups is a great way to contribute to Canadas economic health Being able to,Halifax  Nova Scotia,en,FALSE,1
Tue Apr 07 15:23:18 +0000 2020,globalnews Are we still producing the N96 mask in  Canada,Toronto  Ont ,en,FALSE,0
Tue Apr 07 15:23:18 +0000 2020,RT cheryl1492 Sounds like the game plan around the world Canada did we accept for how much 5G accessHuaweiMask,,en,FALSE,1
Tue Apr 07 15:23:18 +0000 2020,RT LateNightCam Niagara Region Public Health refuses to share COVID19 deaths with the public ,ontario  canada,en,FALSE,1
Tue Apr 07 15:23:17 +0000 2020,MardiConseil Il est maintenant plus facile pour les employs du GC dobtenir les coordonnes de leurs responsabl ,,fr,FALSE,1
Tue Apr 07 15:23:16 +0000 2020,Coronavirus wreaks havoc in African American neighborhoods in US  ,,en,FALSE,0
Tue Apr 07 15:23:15 +0000 2020,ACSPCanada Be smarter plslearn something from TaiwaneseJustinTrudeau they are prepared far better than us,,en,FALSE,0
Tue Apr 07 15:23:15 +0000 2020,RT RoKhanna People with diabetes in Canada Germany and the UK pay a fraction of what Americans pay for insulin  Lantus is no excepti,None  Piemonte,en,FALSE,32
