Tweet,Message/tweets,Match,Polarity
425,SMOs Consider signing this letter outlining why and how international cooperation should be part of Canadas COVI ,,Neutral
426, MLevinCdaSpain En este diaMundialdelaSalud la Embajada de Canad se une a toda la sociedad espaola en saludar y agradecer el herosm,,Neutral
427,Who would have thought that it would be a charity organization all the way from Canada that would be helping out Th ,helping,Positive
428, abiddulph COVID19 Coquitlam company retools will be first in Canada to produce N95 respirators   Great to s,,Neutral
429, stefanbabcock IVE FINISHED DRAWING STEFFY TATTOOS With your help weve raised 1925 for Youth Mental Health Canada Thx so much for,,Neutral
430,From Churchill Now this is not the end It is not even the beginning of the end But it is perhaps the end of t ,,Neutral
431,Bonnie Henry is incredible So is Adrian Dix Why BC is flattening the COVID19 curve while numbers in central Ca ,incredible,Positive
432,Carrying on with this weeks theme of environmental monitoring and control this succinct amp informative video from ,,Neutral
433, DrDavidGK DrLKVaughan MichelePaduano rogerkline Davewwest Although globally for example here in the States ,,Neutral
434, ClintonDesveaux Myself amp MarcPatrone from News Talk sauga960am discuss SEVAENGEAR PPE COVID19 CANZUK Canada amp US Trade amp manufa,,Neutral
435, Lumberist Our Canadian government gave away masksMasks we dont produce in Canada  This put all medical professionals amp first resp,,Neutral
436, CBCAlerts Nova Scotia has recorded its first death due to the coronavirus the provinces chief medical officer of health says Detail,death,Negative
437,AdiosyuckTeeth cnni I missed the boat  Why do they have to wait for Boris  They left for Canada,missed,Negative
438,Canadas military wants Trudeau to ban Huawei from 5G networks report  via CdnChange,,Neutral
439, AmenaBakr Countries invited to the opec plus meeting US UK Norway Egypt Colombia Brazil Canada Argentina Indonesia Trinida,,Neutral
440,AM800News Keep them in Canada ,,Neutral
441, stibinski1 WeAreCanProud Cancelling Canada Day 2020 would actually serve as a fitting legacy for TrudeauFor millions of Canadians,,Neutral
442,Honest question barring the weather and ofc when this pandemic is over would it be more beneficial to move to Ca ,beneficial,Positive
443,PM Trudeau in Canada our Health Care is a right not a privilege,"privilege,right",Positive
444, free chiappa 9mm m1 contest only Canada,free,Positive
445,Photos just dont do it justice Ive never seen one reach all the way across before rainbow promisesofgod ,,Neutral
446,malik11302 bad af man im moving to canada im cool,"cool,bad",Neutral
447,JUST IN Prime Minister Justin Trudeau unveiling plan for mass production of madeinCanada ventilators Talks of d ,,Neutral
448, cbcDougDirks Okotoks Alberta teen 3D prints dozens of face shields for healthcare workers amid COVID19 outbreak  CBC News ,outbreak,Negative
449,yeeclaw Hahah nope I think its so wack that RDC is in England it should be in the US in Baltimore or Toronto Canada,wack,Negative
450, levinepmc Ivory tower academics whove never lived in the real wold and still getting paid while 13 of the county isnt decide shutt,,Neutral
451,BamaStephen jonathanvswan Canada did the same Trying to stop spread in China Noble cause,,Neutral
452,nailogical please can u reply back  you are the only reason why I want to move to canada when I am older ,,Neutral
453,jkottke Canada would be lucky to have you ,lucky,Positive
454, chattingkat IF YOU DO NOT THINK THST WE ARE BEING SCAMMED AND DECEIVED BY THE DEEP STATE MEDIACANADA AND USA THEN YOU NEED TO RAISE,,Neutral
455,thehindu India must honour contracts to supply just as Canada forced USA to honour contracts to supply N95 masks ,,Neutral
456, InspectionCan Our inspectors are on the job during COVID19 so you can feel confident the food you and your family buy is safe Whethe,"confident,safe",Positive
457,Health Canada recruiting volunteers to help front line workers Trudeau says PM says more than 5000 companies h ,,Neutral
458,3M says it will maintain its exports to Canada and Latin America after reaching a deal with the White House,,Neutral
459, Contravia ATENCIN Premier canadiense de Ontario fordnation denuncia que EstadosUnidos  no permitir el ingreso de suministros mdi,,Neutral
460,Government of Canada Protection of Disabled Persons and Human Rights in COVID19 triage frameworks in Canada  Sign ,,Neutral
461,Ontario healthcare worker posts emotional thankyou to border officers  ,,Neutral
462,Trump oil stance has cornered liberalparty NDP amp albertaNDP  If Trump will tariff oil frm nasty players Putin ,nasty,Negative
463, canadiandeal Unacceptable We will need our resource sector firing on all cylinders to deal with the economic fallout of COVID19 Thi,fallout,Negative
464, 3MNews Today 3M and the WhiteHouse announced a plan to import 1665 million respirators over the next 3 months to support healthcare,support,Positive
465, OilsandsAction Okotoks teen prints dozens of face shields on his 3D printer for healthcare workers CanadaCares  ,,Neutral
466, joebuddenclips How far have you driven for pussy Mal went all the way to Canada  Mans took a trip ,,Neutral
467,La Suisse sintresse  Charles Hudon ,,Neutral
468,TransportationTuesday The COVID19 pandemic has meant a dramatic reduction in domestic and international flights ,,Neutral
469, picardonhealth Canada begins clinical trial of experimental COVID19 treatment using plasma from recovered individuals via globeandm,,Neutral
470, TomTSEC In Late January Trudeau Said Canada Was Very Well Prepared For Coronavirus So Why Do We Have A Massive Shortage Of Masks amp,,Neutral
471, TorontoStar BREAKING 5306 cases of COVID19 in Ontario 173 deaths according to provinces health care unit numbers A previous,,Neutral
472,Hope we wont be in lockdown until June 30th like Ottawa Canada ,like,Positive
473,BlueWave112020 Aprilleahl WasARepublican2 AmandaBRKLYN gtconway3d I have been reading about him and following ,,Neutral
474,Trs bonne discussion avec Ministre DefenseCanada HarjitSajjan Je salue lengagement continu du Canada pendant ,,Neutral
475, Rainmaker1973 This video taken in SacreCoeur Quebec on October 16 2018 shows strong winds trying to push the trees over as the f,strong,Positive
476, swright230 Freeland singled out 3M chief executive Mike Roman for taking a very very responsible position in standing up to demand,,Neutral
477,US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS  IRAN OIL MINISTER  Im definitely missing ,,Neutral
478, ICEXCanada HealthCanada lanza una campaa para empresas proveedoras de productos sanitarios para hacer frente al COVID19 Para,,Neutral
479, jksoftclub never forget that this was taken in a freshco whats up canadians be my friend lets cry on how we miss bts in canada Canad,"cry,miss",Negative
480,Heres an example of Lumberock Premium Decking being used in a conservation area  sensitive wetland park With ,sensitive,Positive
481, DiabetesCanada Due to COVID19 the collection of ALL textile donations from homes and bins across Canada is temporarily suspended We,,Neutral
482,IRANIAN OIL MIN ZANGENEH US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS,,Neutral
483,Iranian Oil Min Zangeneh US and Canada need to play a role in determining oil production cuts ,,Neutral
484,TheKarltopia I love how every health minister  public health officer is a woman in Canada,love,Positive
485,Le club de basket Saint Louis de Gonzague de Limoges organise un voyage pour ses licencis cadets et cadettes Il ,,Neutral
486, NashGette I want to know is why didnt they arrest those handful of protestors who shut down all of Canada ,,Neutral
487, ambermac This morning I spoke with Minister maryng about how small businesses across Canada can get help While we only had time f,,Neutral
488, GasPriceWizard Ottawa needs to get busy here Ignore the unions amp environmentalists who think the country can survive without a viable,,Neutral
489, nationalpost COVID19 crisis Most Canadians support bailout for media organizations poll finds ,"support,crisis",Neutral
490,PM Trudeau Producing 30 thousand MadeinCanada ventilatorsMake sure life saving machines made right here at hom ,right,Positive
491, Songstress28 HERE IT IS My AJEnglish series and pics by photobracken In the 4th of a fivepart series exploring racism amp recon,racism,Negative
492, HawleysJadefav Stephanie Grisham Out As White House Press Secretary  HuffPost Canada ,,Neutral
493, VirtualMusCan Canada is home to some of the most exceptional paleontological sites in the world Here are two sites you can explore on,exceptional,Positive
494, DrJacobsRad Canada needs a leader not a talk show host Trudeaus daily anodyne briefings from his front porch are well past their be,well,Positive
495, LJTisme ezy06001 MikeToOnCa You are way too kind E Mike here is CCP Canadian division  one of the many sock accounts who have,,Neutral
496, LorenceHud Trudeau Liberals wont admit open borders brought coronavirus to Canada Video ,,Neutral
497,Pedestrian turned away from NB side of provincial border  SaltWire ,,Neutral
498, noopurpatel Spoke to a friend yesterday in Canada who told me about Trudeaus address to the children about the crisis I thought  s,crisis,Negative
499,Quibi tlcharg plus de 300 000 fois le premier jour aux tatsUnis et au Canada  Crumpe ,premier,Positive
500, CBCAlerts Watch live CBCNews CBC News Special begins at 11 am ET Prime Minister Justin Trudeau scheduled to provide daily coronavir,,Neutral
501,Canada has 17 cases of CONVID19 345 deaths And its growing everyday Philippines is lucky that President Ro ,lucky,Positive
502, TripsTricks  Banff National Park Canada  ,,Neutral
503,I honestly dont care about american politics at this point it feels like its being shoved down our throats to kee ,like,Positive
504, LotharBirkner Canada has already set up a special web portal and phone system to provide emergency unemployment benefits Germans have,"benefits,emergency",Neutral
505, SafetyPinDaily Coronavirus Pastor who decried hysteria dies after attending Mardi Gras  Via BBC ,"dies,hysteria",Negative
506, BNNBloomberg BREAKING TRUDEAU CANADA GOOSE AMONG COMPANIES FEDS WORKING WITH FOR MEDICAL GOWNS,,Neutral
507,Huawei should never be allowed to get into our communications network here in Canada  No matter how much Trudeaus ,,Neutral
508,As the last question what advice would you give to Enactus students today ForseyWilliam stefanyvie ,,Neutral
509,Why BC is flattening the COVID19 curve while numbers in central Canada surge ,,Neutral
510, creapills Canada   la demande dun hpital ce scout cre une solution simple et brillante pour viter les douleurs aux oreilles qua,,Neutral
511,Ian Thomas  Hold On 1981   kbradiothp internetradio,,Neutral
512,lenniesupfolkk MCUDirect ScottGustin Ok Im from London you daft cun And Canada and US are not the same Diff ,,Neutral
513,TipTuesday Weve made it easier for GC employees to get their Employee Assistance Program contact information F ,easier,Positive
514,My friend and longtime colleague evahollands book is out today If youre lucky enough to live in Canada or the U ,"enough,lucky",Positive
515,SainiLaw Strictly looking at basketball and not his larger impact on the game in Canada he was at his peak a t ,,Neutral
516,VassyKapelos Never doubted Canadian ingenuity  It is time to go allin on Made in Canada Our suppliers our work ,"ingenuity,work",Positive
517, deewtodliah 5 The Venopian Solitude TheVenopianSoli Band asl Selangor Dibentuk dalam pertengahan 2009 oleh Suiko Takahara Prnh pe,,Neutral
518,DanDubien ProfessorBroad CodyStraleyWV SLockyer milhistorian BattleHonours isabelcampbell KPasierbek ,,Neutral
519, DrJacobsRad Canada has 15407 cases and 277 deathsIsrael has 8018 cases and only 47 deaths Taiwan has 345 cases and 5 deathsTh,,Neutral
520,piersmorgan But in Canada and around the world the amount of people obsessed with trudeausSocks  6 Billion ,,Neutral
521, effeclean Students school parentingReduce the spread of germs on the use of tablets laptops and touchscreens w effeclean Health,,Neutral
522, SamEdwardsTO Trudeau says Canada is expecting 500000 masks from 3M tomorrow,,Neutral
523,manofbird Hello Mr BirdSo Canada has roughly 37 million people while Sweden has 10 million people Around 20 ,,Neutral
524, Lidsville Indigenous fear Canada work camps will be coronavirus incubators Construction work on pipelines dams raises risk of COVI,"work,fear,risk",Neutral
525, EfectoCocuyo SepaQue De acuerdo con el diario Panorama dicha explosin dej sin luz al momento a la poblacin de Maracaibo San Fran,sin,Negative
526, jmcelroy BC appears to have flattened the COVID19 curve Ontario and Quebec havent Why is that Heres my stab at trying to an,stab,Negative
527,Over 20 companies including Arcteryx and Canada Goose have teamed up with feds to produce medical gowns and new ,,Neutral
528, CraigScottCA Italy is precursor to what will happen is already starting to happen in Canada due to mix of selfemployment plus low s,,Neutral
529,Jale76 RSalinasCorona ministeriosalud Lo mismo en Canad Te agregara que en la provincia en la que vivo de un ,,Neutral
530,McGill researchers seek Quebecers exposed to COVID19 for hydroxychloroquine study  CBC News ,,Neutral
531,For people with disabilities in Canada finding reliable accessible info about COVID19 has been a challenge Now ,"accessible,reliable",Positive
532,Canada needs to retaliate over the masks the USA wont send fucking loser bullies,"bullies,fucking,loser,retaliate",Negative
533, PHECanada Calling all PHE educators Join douggleddie amp loriamunro tomorrow at 12 pm for our second CrossCountry CheckIn Well f,,Neutral
534,Le Canada va recevoir mercredi quelque 500 000 masques de la compagnie amricaine 3Mpolcan ,,Neutral
535,TedrosAdhanom4 WHO Interesting efforts are taken on this Global Citizen venture Im from Toronto Canada What d ,,Neutral
536,COVID  BATTLE TRAUMA Why healthcare workers are at risk of moral injury ,"injury,risk",Negative
537, CBCAlerts Canada Border Services Agency stats show a nearstandstill in crossborder traffic last week compared to the same week in 20,,Neutral
538,did you know that theres a place in present day northern canada colloquially known as tiddy cave bc of the suppos ,cave,Negative
539,One more death 98 new cases of COVID19 in Alberta,death,Negative
540, mediapartylies CTVNews Honest hell no This political was caught red handed and was faced with online backlash for his HYPOCRISY L,hell,Negative
541, abdulnoor497 A Muslims first loyalty must always be to the truth KhalifaofIslam at Canadas Peace Symposium AhmadiyyatTheTrueI,loyalty,Positive
542,Trudeau says feds have teamed up with several companies to make 30000 madeinCanada ventilators BlackPressMedia COVID19,,Neutral
543, ottawahealth We would not blame you for saying that we have a bias opinion but the level of pride that we have in VeraEtches is beyo,"pride,bias,blame",Negative
544,More details are forthcoming about wage subsidies to help businesses keep staff  check for updates here ,,Neutral
545, KWRegion Ontario Health orders 300K face shields from Kitchener company InkSmith  CBC News ,,Neutral
546, ResisTemplario 7Abr DEFINITIVAMENTE EL SOCIALISMO del Tirano Nicols Maduro y Malandro Omar Prieto OmarPrietoGob llevo a Maracaibo,,Neutral
547,khanumarfa thewirein thewirehindi Tujhe ye sab bolne se pahle America china spain Italy Canada ke datas dek ,,Neutral
548, dtsurreybia Grocers are supporting the Girl Guides of Canada amid the COVID19 pandemic by selling their famous chocolate and vanilla,"famous,supporting",Positive
549,US AND CANADA NEED TO PLAY A ROLE IN DETERMINING OIL PRODUCTION CUTS  IRAN OIL MINISTEROOTT,,Neutral
550,95SYUTA nao vc ja viu o mark do 127 o baby lion do dream minhyung do nct u e o canadas best treasure do su ,"best,treasure",Positive
551, ABC Canadians across the country expressed hurt and disappointment that their neighbor and longstanding ally is blocking shipments of,"disappointment,hurt",Negative
552,Demain le Canada recevra 500 000 masques de lentreprise 3M polcan,,Neutral
553, gfinockio Hey CBCNews CTVNews globalnews  dont let the AlbertaUCP and Mr jkenney off the hook  the AB website failure is 100,failure,Negative
554, MrDarkWolfe One more death 98 new cases of COVID19 in Alberta  CBC News ,death,Negative
555, BRRNFed As millions skipped paying rent in the US this past week rent strikes are gaining steam in Canada where organizers support,"gaining,support",Positive
556, queaali Starting Tuesday 100000 medicalgrade surgical masks will be rolling off the assembly line daily Once the second machine a,,Neutral
557, MSFcanada Hey Canada How is everyone staying happy and healthy during the new world of the COVID19 pandemic We hope youre ta,"happy,healthy",Positive
558, bcndp Great work Bear This is a fight and theres many ways that people can help ,work,Positive
559,FYI   expecting 500000 masks from 3M tmrw Canada got its way after a full court press on American leaders to ,,Neutral
560, globeandmail Hospitalization data paint more telling picture of COVID19 than the number of recoveries experts say ,,Neutral
561, SamanthaNAmaral A good read regarding education during this pandemic Students are not participating in homeschooling Rather they ar,good,Positive
562, HaveWeAllGoneM1 Prime Minister Boris Johnson will cancel the UKs contract for 5G wireless service from the Chinese conglomerate Huawe,,Neutral
563, WSendzik Those born in April May or June can apply today for the Canada Emergency Response Benefit ,,Neutral
564,Indigenous fear Canada work camps will be coronavirus incubators Construction work on pipelines dams raises risk ,"work,fear,risk",Neutral
565,Heike1311 bertielakeland  the Easter Bunny and the Tooth Fairy declared essential workers in Canada Yesh ,,Neutral
566,If anyone in Canada knows if anyone needs a chef to work in the front lines to feed workers who are working overtim ,work,Positive
567,Pathdom This chart doesnt inspire confidence,"confidence,inspire",Positive
568, Camelikay Watching the stream to help We are short on money but were staying home for our sake and for my mom who could die from,die,Negative
569, calphonso This is not really homeschooling Its kind of crisis schooling which is completely different from homeschooling ,crisis,Negative
570, SenatorHousakos The ventilators needed to survive COVID19 are mostly made in China Is there a lesson here Canada and our Western Al,,Neutral
571, JdeMontreal COVID19 Jusqu 30000 respirateurs vont tre fabriqus ici au Canada annonce Justin Trudeau ajoutant que des million,,Neutral
572, lisarachel1234 Canada is everything the we in the United States pretend to be Sensible people doing sensible things together Thank G,"sensible,pretend",Neutral
573,streets was to call for a nation wide state of emergency Now look at their land mass Per square mile they have 1 ,emergency,Negative
574, RadioCanadaInfo En direct   Prs de 5000 entreprises canadiennes ont communiqu avec le gouvernement pour offrir leurs services et,,Neutral
575, EvanLSolomon I wouldnt be surprised if theres a move  in Canada as well for the CERB Emergency Relief Benefit to morph into a perm,well,Positive
576,CPHOCanada Thats NOT GOOD NEWS the numbers are still getting worse every day as they have been for months ,worse,Negative
577,Any means Im a sweet 60 years old and a Metis of Canada No real education other than 60 years of life lessons s ,sweet,Positive
578, CanadasPatriots Hey Canada looking for some Government LeadershipElect a Prime Minister not a Majorette of a Three Ring Circus,,Neutral
579,Great work by GettyImages on Pak  cricket team tour to Toranto canada 2008  TheRealPCB ,work,Positive
580, Joiedevivre66 9 19 marsLe 9 1er canadien dcd COVID19 en CBLe 10 au Sud on marchait sur la plage amp pas de confinement au Canad,,Neutral
581, Mitch0791 Anyone from the USCanadaCentralSouth America looking to league race on Thursdays 9pm est We have a few seats available f,available,Positive
582,TimesNow realDonaldTrump Was that a request He threatened amp 6kka feku bent on his kneesUS has closer relation ,bent,Negative
583, wildcolab This week well be posting cameratrap photos of wildlife from projects in Canada and beyondDidYouKnow Moose are expe,well,Positive
584,Voted you back in Everytime you say youre working hard I get pissed off You havent worked a day in your li ,"worked,hard",Neutral
585, MRJKilcoyne Forcing your staff to move you from Canada to LA in the middle of a pandemic CringeTrying to push out your PR so peopl,,Neutral
586, joannaofottawa April 7 is this years brightest Supermoon On a less cosmic note its also the day that SURRENDER appears in the US,brightest,Positive
587, stratorob Here our overview of the top 100 digital banks Congrats to all americanexpress alrajhibank td,top,Positive
588, CBCAlerts Canadians needing financial help to ride out the COVID29 crisis can apply for a new benefit starting today The CERB or Ca,"benefit,crisis",Neutral
589,Trudeau says Canada is expecting 500000 masks from 3M tomorrow,,Neutral
590, LindsayTedds The deserving vs undeserving poor If you dont see it you are intentionally not looking Ottawa is handing out 2000 c,"deserving,poor",Neutral
591, IntelOperator US manufacturing company 3M confirmed on April 3 that the Trump administration ordered it to stop exporting its ventilat,,Neutral
592, jkenney Construction on KeystoneXL has startedShovels are in the groundAlberta is taking control of our economic destiny ,destiny,Positive
593,Health Canada recruiting volunteers to help WTAF JustinTrudeau you fucking coward You want these people to ,"coward,fucking",Negative
594,albasenve Mascotas y lo que no son mascotas,,Neutral
595,GEOCODE Canada  2 geocodes,,Neutral
596, CanadaAlgerie Nous enverrons aujourdhui  15h par lentremise de notre systme dInscription des Canadiens  ltranger des instruc,,Neutral
597,YaneValdezT cjohnyrun Here in Canada we have a two tier system public and private For ex dental care vision ,,Neutral
598,CTVNews Honest hell no This political was caught red handed and was faced with online backlash for his HYPOCRISY ,hell,Negative
599, HRevelio3 Look at his eyes hes not well Mental breakdown Hes being prompt up by Liberals We have no reporters left in Canada wh,"prompt,well,breakdown",Positive
600, ARPACfr Le mois dernier a accompli bien plus pour la cause du droit des armes au Canada que des annes de campagnes et de marketing ,,Neutral
601,juanlopez2218 Hi Genji  Your TVs SmartCast input only works in the United States and in Canada It will not wor ,works,Positive
602, jaarreaza EEUU bloquea insumos mdicos a Canad Trump le demuestra a su socio lo terrible que es un bloqueo para la salud de todo un,terrible,Negative
603, FortierJohnny How do you want them to obey to their socalled god if they are not even able to obey to police officers Religions are,,Neutral
604, QKatyhull LOOKIE HERE Huawei Chief Financial Officer and CEOs daughter Meng Wanzhou leaves her Canada home with sparkling 675 Ji,sparkling,Positive
605,scorpio1911 garytw89 jonathanvswan gtconway3d So did Canada It was to  try and stop the spread,,Neutral
606,Camouflage Printed Casual Shirts Leisure ShirtsVisit Russia France Italy Germany ,,Neutral
607, TrumpCanuck cdnpoli What missions are they talking about CanadaThey are rescuing HumanTrafficking victimsWatch close do y,,Neutral
608, FralickMike Dr Bonnie Henry is legit my hero How can we get her to move to Ontario I know I know no one leaves BC for Ontario S,hero,Positive
609, DEADLINE Quibi Downloaded Over 300000 Times On Day One In The US And Canada Versus 4 Million Installs For Disney At Launch ,,Neutral
610, CBCNL Being sleepless is no laughing matter  and if thats you in this pandemic youre not alone  covi,,Neutral
611, ricardotranjan COVID19 amp ClimateCrisis  hadrianmk brings it all together for us Sneak preview air pollution levels in Canadas,,Neutral
612,PnPCBC AndrewScheer How about how you were held accountable by the Conservative Party of Canada for your spending ,,Neutral
613, MalindaSmith They saw this coming had time but too wedded to the prison industrial complex they waited NowOne correctional offi,"complex,prison",Negative
614,CP24 Imagine voting for this clown and disgrace to Canada,disgrace,Negative
615,BREAKING TRUDEAU CANADA GOOSE AMONG COMPANIES FEDS WORKING WITH FOR MEDICAL GOWNS,,Neutral
616, SweetiesSweeps Enter for your chance to win 2021 7day Holland America cruise to Europe Caribbean Alaska Mexico or Canada or New E,win,Positive
617,AMrBenMitchell canada has em,,Neutral
618, MorganeBravo ALEE COVID19 Au Mexique PandemiaDelCoronavirussappelle NeumoniaAtipicaCoronavirus OMS UN ONU France ,,Neutral
619,johnhancockusa BAA Im a police officer in Canada I would NEVER be fast enough to qualify But Id run fast to g ,"enough,fast,qualify",Positive
620,No haca de peluquera desde hace mas de 5 aos Cuando llegamos a Canad tenamos que ahorrar y no bamos a la p ,,Neutral
621, TorontoStar There could be a 40yearold who has the sniffles and there could be a 40yearold who requires life supportjyangst,,Neutral
622, brianlilley Once Woodbridge gets to full capacity they will be able to make 4 million masks a week enough for Ontario and other parts,enough,Positive
623,BonVoyageurs TourismeQuebec Canada Wonderful migration tourismequebec,,Neutral
624,MALCOLM Why is Canadas health minister backing up Chinas lies  via TrueNorthCentre,lies,Negative
625,A new hidden clue in Barry and Honey Shermans vanishing murder caseTheir company Apotex manufactured HYDROXYCHLO ,murder,Negative
626,Pedestrian turned away from NB side of provincial border  SaltWire  ,,Neutral
627, ,,Neutral
628, disneyplus Cant Wait Sonny With A Chance is coming to DisneyPlus this FridayStart streaming in the US Canada Australia and,,Neutral
629, faitharkorful maybe this is obvious to everyone else but canlit seems more like a term that refers to a group of people who know each,like,Positive
630,JustinTrudeau just indicated govt of Canada is working with StarFishMedical here in Saanich to help Canadians d ,,Neutral
631,Well Courses are done ready to go back rigging after Easter not in Alberta Canada doesnt like Canadian Fossil Fu ,"like,ready",Positive
632, SusannarussoP PRESIDENT Trump  is the ONLY leader publicly  addressing  human traffickingEspecially  in Canada  NO ONE EVER HAS,,Neutral
633,One more mode of transportation leading to the death of the oil industry and why Canada should not be throwing bill ,"leading,death",Neutral
634, ForseyWilliam EnactusCanada I believe working with startups is a great way to contribute to Canadas economic health Being able to,great,Positive
635,globalnews Are we still producing the N96 mask in  Canada,,Neutral
636, cheryl1492 Sounds like the game plan around the world Canada did we accept for how much 5G accessHuaweiMask,like,Positive
637, LateNightCam Niagara Region Public Health refuses to share COVID19 deaths with the public ,refuses,Negative
638,MardiConseil Il est maintenant plus facile pour les employs du GC dobtenir les coordonnes de leurs responsabl ,,Neutral
639,Coronavirus wreaks havoc in African American neighborhoods in US  ,"havoc,wreaks",Negative
640,ACSPCanada Be smarter plslearn something from TaiwaneseJustinTrudeau they are prepared far better than us,"better,smarter",Positive
641, RoKhanna People with diabetes in Canada Germany and the UK pay a fraction of what Americans pay for insulin  Lantus is no excepti,,Neutral
642, PMckinstryl Trudeau wants us to be PRCapeoples republic of Canada Wake up CanadaHe has sold half of Canada to China There is a,,Neutral
643, cspotweet Trudeau working with several groups to create 30000 madeinCanada ventilators Also working with Nobel winner Art McDona,winner,Positive
644, PMcanadien Si vous tes n en avril en mai ou en juin et que vous tes admissible  la Prestation canadienne durgence prsentez vot,,Neutral
645, crawfishaka yep move to canada ,,Neutral
646, R2HTO Its encouraging to hear that joecressy sees the COVID19 crisis as an opportunity to end homelessness We encourage all 3,"encourage,encouraging,crisis",Positive
647, delmastrodean Great article in The Atlantic policymakers in Canada at all levels should read it  ,,Neutral
648,cbcDougDirks britjpncdn CBCHomestretch This young man is doing more for his country and province in the Prime Mi ,,Neutral
649,CitImmCanada Retweet please let us knowWe have a COPR approved before March 13 and are resident in Canada How c ,,Neutral
650, LeonardRoxon Trump NEVER said to stop sending PPE to Canada 3M got caught with its pants down doing shady crap amp Trump called them ou,"crap,shady",Negative
651, kbssidhu1961 There are 205 passengers on the flight for Canada which will go via New Delhi and Heathrow London to ToronotoAnd 98,,Neutral
652,I thought part 6 took place in Egypt not Florida but either way why is dio in either of those places if the sun wil ,,Neutral
653, cdnslk55 ,,Neutral
654, ClassicInd For MoparMonday Kelley Prymych of Canada sent us a photo of his 68 Charger He says it still has the original 383 V8 Ni,,Neutral
655,PM today  CERB applications  100ks of claims being processed  If born in April May or June today you can apply ,,Neutral
656,5000 entreprises ont propos leur aide durant la pandmie au Canada dclare JustinTrudeau Chaque semaine on f ,,Neutral
657,CanEmbTurkey CanadaOSCE Disappointed by this tweet who doesnt respect the balanced approach of Canada on this is ,"balanced,respect",Positive
658,Look at his eyes hes not well Mental breakdown Hes being prompt up by Liberals We have no reporters left in ,"prompt,well,breakdown",Positive
659, VoixSaint FilmyourhospitalQanon WWG1WGASaintGeorgesdeBeauce Quebec Canada 6 Avril 2020,,Neutral
660,PMJT says Canada is receiving 500K masks from 3M tomorrow No word on the other 25 million masks from the order th ,,Neutral
661,Chisasibi youth diagnosed with COVID19 bringing total among Cree in Quebec to 5  ,,Neutral
662, DrJacobsRad Trudeau has misspent a generation of wealth while at the same time destroying the means to regenerate itWe are a much d,,Neutral
663,PM JustinTrudeau announces agreements with several  companies to produce up to 30K madeinCanada ventilators ,,Neutral
664,It needs to be done Staff keep Iqaluit school breakfast program going  ,,Neutral
665, ResisTemplario 7Abr Tirano Nicols Maduro y el Malandro Omar Prieto OmarPrietoGob se ve a simple vista que le tiene ARRECHERA a Mar,,Neutral
666, ajitxsingh Canadian Prime Minister Justin Trudeau this week expressed concerns over reports that medical supplies originally designate,concerns,Negative
667,Trudeau says 3M will be sending 500000 masks to Canada tomorrow,,Neutral
668,PMJT says 30k madeinCanada ventilators will be produced 20 companies will team up in retooling supply chain t ,,Neutral
669,paulacorreia Concordo tinha que levar esse dinheiro e fazer igual ao Canad que pegou o prmio e fez doao para ,,Neutral
670, GreenFoothills Todays honorablementionmonday is this beautiful landscape filled with California Poppies taken by Rodney Myatt at Ca,beautiful,Positive
671,by continuing construction on a project to export gas to Canada  For the safety of Mass residents and workers ,,Neutral
672,robrousseau realDonaldTrump Stick to your own countrygtCanada,,Neutral
673, elizd Scribulatora Wow I agree with the Sun Scheer is not helpful and I wish hed just go away He was rejected by Canada and I don,"helpful,rejected",Neutral
674,kayakingcanada We were a second from the top and third from the top household,top,Positive
675, Jeffslack660 People may worry about a scarcity of medical supplies Trudeau says they are working with other countries to make sure th,"scarcity,worry",Negative
676, isabellecraig Soins palliatifs Peuton laisser les gens aller vers la mort seul cest inhumain disent les proches Visites permises,,Neutral
677,For readers of Delia Owens Where the Crawdads Sing and Sue Monk Kidds The Secret Life of Bees ,,Neutral
678,KirkWrites79 I see BET  isnt available in Canada which makes sense,available,Positive
679,Here is the English version of this The idea that Canadian citizens would be denied entry to Canada at their tim ,denied,Negative
680,At the news conference today it would be helpful if someone asks why Health Canada hasnt approved serologic anti ,helpful,Positive
681,RobertFife Worst person ever  trudeaus frat The same frat with head of Quebec green peace and president of wwf C ,peace,Positive
682, SheilaGunnReid Lotta Canadians are shocked that Trump is looking after the American people who elected him before looking after the re,shocked,Negative
683, BabySmurfNL nationalpost Do you support a bailout for media organizations in Canada Please Retweet,support,Positive
684,Isnt this exsctly what Trump did to Canada with 3M masks TrumpOwnsEveryDeath TrumpIsALoser ,,Neutral
685,Iasisiielenu Mongolia Tunisia Indonesia Ecuador Tasmania Pakistan Brazil Bangladesh Pakistan mexico Ethi ,,Neutral
686,COVID19 Jusqu 30000 respirateurs vont tre fabriqus ici au Canada annonce Justin Trudeau ajoutant que des ,,Neutral
687, RushHistory2112 On April 6 1978 Rush played with Max Webster and Ian Thomas at the Aitken University Centre in Fredericton New Brun,,Neutral
688,LucyVagasi Fear and panic are what the government wants so they have something to save people from  Just relax ,panic,Negative
689,lawyeringinAB realJeff45 nationalpost lol do nothing elseLook if Trumps response can be described as ignorin ,,Neutral
690,Instagram ads be like Are you a teenager Donate your left earlobe and you will be entered to win a maybe used 5 ,"like,win",Positive
